drug_name,drug_cid,drug_smiles
Eptifibatide,448812,C1CC2C(=O)NC(CSSCCC(=O)NC(C(=O)NCC(=O)NC(C(=O)NC(C(=O)N2C1)CC3=CNC4=CC=CC=C43)CC(=O)O)CCCCN=C(N)N)C(=O)N
Tacrine,1935,C1CCC2=NC3=CC=CC=C3C(=C2C1)N
zafirlukast,5717,CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
Olmesartan medoxomil,130881,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)OCC5=C(OC(=O)O5)C)C(C)(C)O
diethylcarbamazine,3052,CCN(CC)C(=O)N1CCN(CC1)C
Enalaprilat,5462501,CC(C(=O)N1CCCC1C(=O)O)NC(CCC2=CC=CC=C2)C(=O)O
TETRABENAZINE,6018,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
levamisole,26879,C1CSC2=NC(CN21)C3=CC=CC=C3
mecamylamine,4032,CC1(C2CCC(C2)C1(C)NC)C
procarbazine,4915,CC(C)NC(=O)C1=CC=C(C=C1)CNNC
Tolvaptan,216237,CC1=CC=CC=C1C(=O)NC2=CC(=C(C=C2)C(=O)N3CCCC(C4=C3C=CC(=C4)Cl)O)C
Endoxifen,10090750,CCC(=C(C1=CC=C(C=C1)O)C2=CC=C(C=C2)OCCNC)C3=CC=CC=C3
Dihydroartemisinin,456410,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)O)C
cerivastatin,446156,CC(C)C1=C(C(=C(C(=N1)C(C)C)C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)COC
hydralazine,3637,C1=CC=C2C(=C1)C=NN=C2NN
prednisolone,5755,CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
Ramelteon,208902,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3
tiagabine,60648,CC1=C(SC=C1)C(=CCCN2CCCC(C2)C(=O)O)C3=C(C=CS3)C
amoxapine,2170,C1CN(CCN1)C2=NC3=CC=CC=C3OC4=C2C=C(C=C4)Cl
terazosin,5401,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4CCCO4)N)OC
Artemether,68911,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C
itraconazole,55283,CCC(C)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OCC5COC(O5)(CN6C=NC=N6)C7=C(C=C(C=C7)Cl)Cl
Imatinib,5291,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCN(CC3)C)NC4=NC=CC(=N4)C5=CN=CC=C5
galanthamine,9651,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O
irinotecan,60838,CCC1=C2C=C(C=CC2=NC3=C1CN4C3=CC5=C(C4=O)COC(=O)C5(CC)O)OC(=O)N6CCC(CC6)N7CCCCC7
nizatidine,3033637,CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
tacrolimus,445643,CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
Tizoxanide,394397,C1=CC=C(C(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-])O
dipyridamole,3108,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO
Lubiprostone,157920,CCCCC(C1(CCC2C(O1)CC(=O)C2CCCCCCC(=O)O)O)(F)F
atenolol,2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
tolazoline,5504,C1CN=C(N1)CC2=CC=CC=C2
methylergonovine,8226,CCC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
Minoxidil sulphate,4202,C1CCN(CC1)C2=CC(=[N+](C(=N2)N)OS(=O)(=O)[O-])N
Cycloguanil,9049,CC1(N=C(N=C(N1C2=CC=C(C=C2)Cl)N)N)C
mefloquine,40692,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O
Lumefantrine,6437380,CCCCN(CCCC)CC(C1=C2C3=C(C=C(C=C3)Cl)C(=CC4=CC=C(C=C4)Cl)C2=CC(=C1)Cl)O
trimethobenzamide,5577,CN(C)CCOC1=CC=C(C=C1)CNC(=O)C2=CC(=C(C(=C2)OC)OC)OC
dantrolene,6914273,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]
epinephrine,5816,CNCC(C1=CC(=C(C=C1)O)O)O
trazodone,5533,C1CN(CCN1CCCN2C(=O)N3C=CC=CC3=N2)C4=CC(=CC=C4)Cl
furazolidone,5323714,C1COC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
Hydroxyflutamide,91649,CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O
Cisatracurium besylate,62886,C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C.C1=CC=C(C=C1)S(=O)(=O)[O-].C1=CC=C(C=C1)S(=O)(=O)[O-]
Bretylium tosylate,6100,CC[N+](C)(C)CC1=CC=CC=C1Br.CC1=CC=C(C=C1)S(=O)(=O)[O-]
lansoprazole,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
flutamide,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F
albendazole,2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC
trimethoprim,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N
Lacosamide,219078,CC(=O)NC(COC)C(=O)NCC1=CC=CC=C1
abacavir,441300,C1CC1NC2=NC(=NC3=C2N=CN3C4CC(C=C4)CO)N
ILOPROST,5311181,CC#CCC(C)C(C=CC1C(CC2C1CC(=CCCCC(=O)O)C2)O)O
RANOLAZINE,56959,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O
Lithium citrate,13520,[Li+].[Li+].[Li+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O
praziquantel,4891,C1CCC(CC1)C(=O)N2CC3C4=CC=CC=C4CCN3C(=O)C2
METAXALONE,15459,CC1=CC(=CC(=C1)OCC2CNC(=O)O2)C
Ezetimibe glucuronide,101722515,C1=CC(=CC=C1C2C(C(=O)N2C3=CC=C(C=C3)F)CCC(C4=CC=C(C=C4)F)O)OC5C(C(C(C(O5)C(=O)O)O)O)O
lamotrigine,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
enoxacin,3229,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O
doxapram,3156,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
stanozolol,25249,CC12CCC3C(C1CCC2(C)O)CCC4C3(CC5=C(C4)NN=C5)C
MIGLITOL,441314,C1C(C(C(C(N1CCO)CO)O)O)O
tetracycline,54675776,CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
sulfameter,5326,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N
Carglumic acid,121396,C(CC(=O)O)C(C(=O)O)NC(=O)N
nateglinide,5311309,CC(C)C1CCC(CC1)C(=O)NC(CC2=CC=CC=C2)C(=O)O
mycophenolic acid,446541,CC1=C(C(=C(C2=C1COC2=O)O)CC=C(C)CCC(=O)O)OC
meclofenamic acid,4037,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl
PHENPROCOUMON,54680692,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
5-Aminosalicylic acid,4075,C1=CC(=C(C=C1N)C(=O)O)O
metronidazole,4173,CC1=NC=C(N1CCO)[N+](=O)[O-]
isoniazid,3767,C1=CN=CC=C1C(=O)NN
amprenavir,65016,CC(C)CN(CC(C(CC1=CC=CC=C1)NC(=O)OC2CCOC2)O)S(=O)(=O)C3=CC=C(C=C3)N
thiabendazole,5430,C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3
NITAZOXANIDE,41684,CC(=O)OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+](=O)[O-]
propylthiouracil,657298,CCCC1=CC(=O)NC(=S)N1
Ribavirin 5'-triphosphate,122108,C1=NC(=NN1C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)C(=O)N
D-cycloserine,6234,C1C(C(=O)NO1)N
ribavirin,37542,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
diazoxide,3019,CC1=NS(=O)(=O)C2=C(N1)C=CC(=C2)Cl
MEPHENYTOIN,4060,CCC1(C(=O)N(C(=O)N1)C)C2=CC=CC=C2
chlorphenesin,7697,C1=CC(=CC=C1OCC(CO)O)Cl
topiramate,5284627,CC1(OC2COC3(C(C2O1)OC(O3)(C)C)COS(=O)(=O)N)C
ethambutol,14052,CCC(CO)NCCNC(CC)CO
methyldopa,38853,CC(CC1=CC(=C(C=C1)O)O)(C(=O)O)N
ZILEUTON,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
carisoprodol,2576,CCCC(C)(COC(=O)N)COC(=O)NC(C)C
gabapentin,3446,C1CCC(CC1)(CC(=O)O)CN
Nitisinone,115355,C1CC(=O)C(C(=O)C1)C(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-]
acetazolamide,1986,CC(=O)NC1=NN=C(S1)S(=O)(=O)N
oxyphenbutazone,4641,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
4-Aminosalicylic acid,4649,C1=CC(=C(C=C1N)O)C(=O)O
Trilostane,656583,CC12CCC3C(C1CCC2O)CCC45C3(CC(=C(C4O5)O)C#N)C
paromomycin,165580,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
citalopram,2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
Halofantrine,37393,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O
Etomidate,667484,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2
Armodafinil,9690109,C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
METYROSINE,441350,CC(CC1=CC=C(C=C1)O)(C(=O)O)N
Teriflunomide,54684141,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
DEXCHLORPHENIRAMINE,33036,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
Bosentan,104865,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
EFLORNITHINE,3009,C(CC(C(F)F)(C(=O)O)N)CN
Cilastatin,6435415,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C
4812-40-2,121858,C1=C(N(C(=N1)CO)CCO)[N+](=O)[O-]
Raltegravir,54671008,CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)O)C(=O)NCC3=CC=C(C=C3)F
clofibric acid,2797,CC(C)(C(=O)O)OC1=CC=C(C=C1)Cl
chlorzoxazone,2733,C1=CC2=C(C=C1Cl)NC(=O)O2
SULBACTAM,130313,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C
Febuxostat,134018,CC1=C(SC(=N1)C2=CC(=C(C=C2)OCC(C)C)C#N)C(=O)O
cefmenoxime,9570757,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)O
Rufinamide,129228,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F
ATOVAQUONE,74989,C1CC(CCC1C2=CC=C(C=C2)Cl)C3=C(C4=CC=CC=C4C(=O)C3=O)O
Oseltamivir acid,449381,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)O
efavirenz,64139,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F
Cinacalcet,156419,CC(C1=CC=CC2=CC=CC=C21)NCCCC3=CC(=CC=C3)C(F)(F)F
Miglustat,51634,CCCCN1CC(C(C(C1CO)O)O)O
probucol,4912,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
primidone,4909,CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
acetohydroxamic acid,1990,CC(=O)NO
Mebutamate,6151,CCC(C)C(C)(COC(=O)N)COC(=O)N
sulfinpyrazone,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
fenoprofen,3342,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
novobiocin,54675769,CC1=C(C=CC2=C1OC(=O)C(=C2O)NC(=O)C3=CC(=C(C=C3)O)CC=C(C)C)OC4C(C(C(C(O4)(C)C)OC)OC(=O)N)O
Quinine,3034034,COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O
ganciclovir,135398740,C1=NC2=C(N1COC(CO)CO)NC(=NC2=O)N; C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N
Pazopanib,10113978,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
zonisamide,5734,C1=CC=C2C(=C1)C(=NO2)CS(=O)(=O)N
tinidazole,5479,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C
felbamate,3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N
acetohexamide,1989,CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC2CCCCC2
dichlorphenamide,3038,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
4-Methylpyrazole,3406,CC1=CNN=C1
leflunomide,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
probenecid,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O
pyrazinamide,1046,C1=CN=C(C=N1)C(=O)N
baclofen,2284,C1=CC(=CC=C1C(CC(=O)O)CN)Cl
clofibrate,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl
Pyrazine-2-carboxylic acid,1047,C1=CN=C(C=N1)C(=O)O
VALPROIC ACID,3121,CCCC(CCC)C(=O)O
theophylline,2153,CN1C2=C(C(=O)N(C1=O)C)NC=N2
FOSFOMYCIN,446987,CC1C(O1)P(=O)(O)O
tranexamic acid,5526,C1CC(CCC1CN)C(=O)O
Piperazine hexahydrate,120181,C1CNCCN1.O.O.O.O.O.O
AURANOFIN,16667669,CCP(CC)CC.CC(=O)OCC1C(C(C(C(O1)[S-])OC(=O)C)OC(=O)C)OC(=O)C.[Au+]
triflupromazine,5568,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
6-Hydroxy Buspirone,9930913,C1CCC2(C1)CC(=O)N(C(=O)C2O)CCCCN3CCN(CC3)C4=NC=CC=N4
pinacidil,4826,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
Sodium diethyldithiocarbamate trihydrate,517546,CCN(CC)C(=S)[S-].O.O.O.[Na+]
amantadine,2130,C1C2CC3CC1CC(C2)(C3)N
Succinylcholine chloride,22475,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-]
buspirone,2477,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4
Phensuximide,6839,CN1C(=O)CC(C1=O)C2=CC=CC=C2
Aprepitant,135413536,CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NC(=O)NN3)C4=CC=C(C=C4)F; CC(C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC2C(N(CCO2)CC3=NNC(=O)N3)C4=CC=C(C=C4)F
foscarnet,3415,C(=O)(O)P(=O)(O)O
GUANADREL,38521,C1CCC2(CC1)OCC(O2)CN=C(N)N
Varenicline,5310966,C1C2CNCC1C3=CC4=NC=CN=C4C=C23
"2',3'-Dideoxycytidine 5'-triphosphate",119119,C1CC(OC1COP(=O)(O)OP(=O)(O)OP(=O)(O)O)N2C=CC(=NC2=O)N
PYRVINIUM CHLORIDE DIHYDRATE,12314839,CC1=CC(=C(N1C2=CC=CC=C2)C)C=CC3=[N+](C4=C(C=C3)C=C(C=C4)N(C)C)C.O.O.[Cl-]
Acamprosate,71158,CC(=O)NCCCS(=O)(=O)O
GUANFACINE,3519,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl
Levetiracetam,5284583,CCC(C(=O)N)N1CCCC1=O
liothyronine,5920,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)CC(C(=O)O)N)I)I)O
PAMIDRONIC ACID,4674,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O
orlistat,3034010,CCCCCCCCCCCC(CC1C(C(=O)O1)CCCCCC)OC(=O)C(CC(C)C)NC=O
Eltrombopag,135449332,CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)NN=C3C=CC=C(C3=O)C4=CC(=CC=C4)C(=O)O)C; CC1=C(C=C(C=C1)N2C(=O)C(=C(N2)C)N=NC3=CC=CC(=C3O)C4=CC(=CC=C4)C(=O)O)C
IVERMECTIN,6321424,CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C
testolactone,13769,CC12CCC3C(C1CCC(=O)O2)CCC4=CC(=O)C=CC34C
Palonosetron,6337614,C1CC2CN(C(=O)C3=C2C(=CC=C3)C1)C4CN5CCC4CC5
S-nitrosoglutathione,104858,C(CC(=O)NC(CSN=O)C(=O)NCC(=O)O)C(C(=O)O)N
PENTOLINIUM TARTRATE,5849,C[N+]1(CCCC1)CCCCC[N+]2(CCCC2)C.C(C(C(=O)[O-])O)(C(=O)O)O.C(C(C(=O)[O-])O)(C(=O)O)O
Nabilone,5284592,CCCCCCC(C)(C)C1=CC2=C(C3CC(=O)CCC3C(O2)(C)C)C(=C1)O
dextromethorphan,5360696,CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC
Melphalan hydrochloride,9927978,C1=CC(=CC=C1CC(C(=O)O)N)N(CCCl)CCCl.Cl
CHEMBL4303713,,NULL
DAUNORUBICIN HYDROCHLORIDE,3085106,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)C)O)N)O.Cl
teniposide,54610154,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
Vepesid J,439525,CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
Navelbine ditartrate (TN),25136944,CCC1=CC2CC(C3=C(CN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC.C(C(C(=O)O)O)(C(=O)O)O
Pemetrexed,135410875,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)N=C(N3)N)C(=O)NC(CCC(=O)O)C(=O)O; C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)NC(CCC(=O)O)C(=O)O
raloxifene,5035,C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O
actinomycin D,44415057,CC1C(C(=O)NC(C(=O)N2CCCC2C(=O)N(CC(=O)N(C(C(=O)O1)C(C)C)C)C)C(C)C)NC(=O)C3=C4C(=C(C=C3)C)OC5=C(C(=O)C(=C(C5=N4)C(=O)NC6C(OC(=O)C(N(C(=O)CN(C(=O)C7CCCN7C(=O)C(NC6=O)C(C)C)C)C)C(C)C)C)N)C
5-Fluoro-2'-deoxyuridine,3363,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O
Cylocide,5351180,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O.Cl
"Azacytidine, 5-",1805,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N
CHEMBL17639,1546,C1C(C(OC1N2C=NC3=C2N=C(N=C3N)Cl)CO)O
Fludarabine Base,3367,C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=C(N=C2N)F
Antibiotic AY 22989,54600319,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
41575-94-4,426756,C1CC(C1)(C(=O)O)C(=O)O.[NH2-].[NH2-].[Pt+2]
CHEMBL277800,354624,C1=NC2=C(N1C3C(C(C(O3)CO)O)F)N=C(N=C2N)Cl
122111-05-1,356653,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl
7803-88-5,248862,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
158798-73-3,400633,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
NSC733504,54608520,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)OCCO)C)C)O)OC)C)C)C)OC
Vinblastine sulfate,241902,CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O.OS(=O)(=O)O
Antibiotic AD 32,41744,CCCCC(=O)OCC(=O)C1(CC(C2=C(C3=C(C(=C2C1)O)C(=O)C4=C(C3=O)C(=CC=C4)OC)O)OC5CC(C(C(O5)C)O)NC(=O)C(F)(F)F)O
plicamycin,6326719,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)C(C(C5)C(C(=O)C(C(C)O)O)OC)OC6CC(C(C(O6)C)O)OC7CC(C(C(O7)C)O)OC8CC(C(C(O8)C)O)(C)O)C(=C4C(=C3C)O)O)O)O
ADM hydrochloride,32874,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=C(C4=O)C=CC=C5OC)O)(C(=O)CO)O)N)O.Cl
Zanosar,23615975,CN(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O
NSC-127716,16886,C1C(C(OC1N2C=NC(=NC2=O)N)CO)O
Co-V,40926,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
Eloxatin (TN) (Sanofi Synthelab),24197464,C1CCC(C(C1)N)N.C(=O)(C(=O)[O-])[O-].[Pt+4]
Emcyt (Pharmacia),54611422,CC12CCC3C(C1CCC2OP(=O)(O)O)CCC4=C3C=CC(=C4)OC(=O)N(CCCl)CCCl.[Na+]
NSC256439,3685,CC1C(C(CC(O1)OC2CC(CC3=C(C4=C(C(=C23)O)C(=O)C5=CC=CC=C5C4=O)O)(C(=O)C)O)N)O
NCGC00263270-01,57519526,C[C@@H]1CC[C@H]2[C@H]([C@H](O[C@H]3[C@@]24[C@@H]1CC[C@@](O3)(OO4)C)CC(=NOCC=C)[C@@H]5[C@H]([C@@H]6CC[C@H]([C@H]7[C@]68[C@H](O5)O[C@](CC7)(OO8)C)C)C)C
NSC707389,54611489,CC1CC2CCC3C(=C)CC(O3)CCC45CC6C(O4)C7C(O6)C(O5)C8C(O7)CCC(O8)CC(=O)CC9C(CC(C1=C)O2)OC(C9OC)CC(CN)O.CS(=O)(=O)O
bleomycin,5360373,CC1=C(N=C(N=C1N)C(CC(=O)N)NCC(C(=O)N)N)C(=O)NC(C(C2=CN=CN2)OC3C(C(C(C(O3)CO)O)O)OC4C(C(C(C(O4)CO)O)OC(=O)N)O)C(=O)NC(C)C(C(C)C(=O)NC(C(C)O)C(=O)NCCC5=NC(=CS5)C6=NC(=CS6)C(=O)NCCC[S+](C)C)O
cis-Platin,441203,N.N.Cl[Pt+2]Cl
gossypol,3503,CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C
Gossypol acetic acid,227456,CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C.CC(=O)O
Silybin,5213,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
silibinin,31553,COC1=C(C=CC(=C1)C2C(OC3=C(O2)C=C(C=C3)C4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
Ranolazine dihydrochloride,71279,CC1=C(C(=CC=C1)C)NC(=O)CN2CCN(CC2)CC(COC3=CC=CC=C3OC)O.Cl.Cl
cyclosporin A,5284373,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
cyclosporine,6435893,CCC1C(=O)N(CC(=O)N(C(C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)NC(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N(C(C(=O)N1)C(C(C)CC=CC)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C
Arry-380,42598643,CC1=C(C=CC(=C1)NC2=NC=NC3=C2C=C(C=C3)C4=CC=C(O4)CNCCS(=O)(=O)C)OC5=CC6=NC=NN6C=C5
N-[(E)-1-(2-pyridyl)ethylideneamino]azetidine-1-carbothioamide,5351307,CC(=NNC(=S)N1CCC1)C2=CC=CC=N2
5-hydroxytryptophan,144,C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N
benzoic acid,243,C1=CC=C(C=C1)C(=O)O
Bioepiderm,253,C1C2C(C(S1)CCCCC(=O)O)NC(=O)N2
coumarin,323,C1=CC=C2C(=C1)C=CC(=O)O2
bupropion,444,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C
